n_agree,n_ans,n_article,n_ask,n_collection,n_editlog,n_followee,n_follower,n_thanks,n_topic,answerer_id
0,2,0,1,1,1,85,91,0,9,tommyyu
1219,31,0,26,4,803,715,482,420,19,tomorrow
1,3,0,2,9,6,169,14,1,36,tomques
512,65,0,8,15,32,364,213,120,24,tomsheep
1294,38,0,2,1,193,23,223,435,5,tomtan
0,0,0,1,2,2,11,0,0,13,tomtom
11,5,0,0,1,11,101,33,7,9,tomwng
38,13,0,6,9,23,55,39,19,3,tomyang
0,3,0,0,0,0,14,2,1,11,ton-92
1,3,0,0,0,0,10,21,1,10,toner98
254,81,0,6,0,1,8,35,99,19,tonewnew
0,4,0,0,0,0,6,6,0,22,toney
8,6,0,0,5,0,29,4,6,1,tong-14
0,3,0,2,0,5,4,4,0,23,tong-93
8,6,0,2,2,1,17,27,4,32,tong-bin-81
0,3,0,4,1,0,4,2,0,10,tong-bo-45
0,0,0,0,0,0,0,0,0,0,tong-cheng-61
4,4,0,0,1,0,23,2,2,18,tong-feng-yu
13,23,0,0,0,0,1,14,23,1,tong-guan-you-wei
0,1,0,1,0,1,4,2,0,14,tong-guo-xiong
0,7,0,3,0,1,2,7,0,0,tong-hao-80
2,1,0,0,0,0,3,3,0,9,tong-hua-91
5,3,0,1,1,4,43,28,1,25,tong-huan
1,4,0,3,7,4,32,5,2,3,tong-hui
0,1,0,2,0,15,30,5,0,15,tong-jing-jing-20
3,4,0,0,0,0,5,0,0,26,tong-kong-95
10,20,0,1,18,12,43,24,9,6,tong-le
0,2,0,0,1,0,8,3,0,21,tong-lei-99
255,146,0,1,0,1,24,164,131,17,tong-li-feng
0,0,0,0,0,0,0,0,0,0,tong-li-wen
0,2,0,0,1,0,3,2,0,8,tong-liang
2,2,0,0,0,1,14,3,2,6,tong-meng
0,0,0,0,0,0,0,0,0,0,tong-ming-hui
0,1,0,0,0,0,22,3,0,12,tong-pei-jun
0,0,0,2,0,4,2,0,0,24,tong-qing
1389,37,24,1,1,1,15,209,446,4,tong-shen-wei
2,2,0,5,0,9,82,9,0,26,tong-shuai
0,1,0,2,1,5,94,19,0,2,tong-tong-40
0,2,0,1,0,18,1,1,0,3,tong-wei-44
91,29,0,2,4,4,113,23,15,10,tong-wei-64
51,15,0,17,0,43,96,44,1,6,tong-wen-jing
3,2,0,0,0,0,1,1,1,11,tong-xi
1,2,0,1,0,1,5,0,0,22,tong-xian-yu
0,1,0,0,0,0,2,1,0,1,tong-xiao-feng
0,3,0,1,0,1,16,4,3,22,tong-xiao-yao
10,9,0,3,14,12,85,25,8,9,tong-xin-5
94,8,0,4,7,15,193,72,27,14,tong-xin-gang
29,20,0,15,14,38,169,35,7,26,tong-xin-nan
1,1,0,2,0,1,3,49,0,3,tong-xin-xiao-bai
0,2,0,3,0,3,55,21,0,0,tong-yao
2,8,0,1,0,0,7,5,2,3,tong-yi-jun
117,22,0,0,19,0,129,22,47,12,tong-ying-38
0,0,0,0,2,0,0,0,0,45,tong-yu-nan
10,8,0,4,0,1,3,2,3,12,tong-zhi-wei
0,3,0,0,0,0,56,10,1,6,tong-zhong-bo
4,6,0,2,0,10,15,5,1,12,tong-zhou-97
3,2,0,0,0,0,3,6,1,2,tong-zhou
42,4,0,2,3,5,12,56,11,3,tongda
35,23,0,1,0,3,13,2,13,34,tonghua
4175,53,2,27,36,2478,1749,4935,844,56,tongjinghao
0,1,0,0,0,0,66,11,0,38,tongsam
0,1,0,0,0,0,2,9,0,4,tongwang
19,18,0,1,0,3,86,29,4,4,tongxiaotai
1,3,0,0,0,0,4,1,0,13,tongxin0208
0,0,0,0,0,0,51,48,0,12,tongyao
20,8,0,4,4,16,72,11,5,2,tongyu
1,6,0,0,2,0,39,14,1,5,tongyuebin
52,40,0,11,3,27,46,140,10,5,tonicbupt
0,7,0,2,2,4,16,21,1,12,tonight
6,4,0,0,1,0,46,8,1,45,tonisy
1,4,0,0,0,0,5,1,1,13,tonnyyu
38,12,0,4,1,9,42,30,7,18,tonsh
5,9,0,10,0,15,90,14,4,5,tonvin
0,2,0,0,0,0,2,0,0,18,tony-14
0,1,0,0,4,0,29,2,0,2,tony-19-47
196,195,0,2,1,3,724,141,50,15,tony-20
1,1,0,1,0,2,7,3,0,12,tony-26
0,1,0,0,0,0,13,12,0,10,tony-4-25
0,1,0,0,0,0,5,4,0,3,tony-52
8,15,0,1,0,0,43,19,1,14,tony-62
193,39,0,12,6,61,4,92,79,8,tony-8
23,4,0,2,6,6,35,34,4,12,tony-chang
6,2,0,0,0,1,25,91,1,6,tony-ho
0,0,0,1,0,2,23,5,0,1,tony-lam
35,18,0,0,0,0,27,12,4,5,tony-song
1,1,0,0,0,0,2,5,0,4,tony-wang-9
19,12,0,0,1,0,11,13,5,44,tony-wong-71
0,2,0,2,0,2,10,2,0,10,tony-z-25
1178,356,0,12,0,38,3,27,207,2,tony-zhou
0,3,0,0,1,0,3,2,1,1,tony-zhu-33
12,13,0,12,0,39,22,19,9,1,tony.ting
16,7,0,12,7,51,31,2,6,7,tony1987
5,5,0,0,0,3,4,2,1,9,tony99
291,105,0,1,5,1,67,186,61,51,tonycao
11,28,0,2,4,6,332,14,5,27,tonychen-19
0,1,0,0,0,0,10,1,0,12,tonychen
68,1,0,0,10,0,48,15,2,3,tonychin
0,0,0,0,0,0,0,35,0,0,tonychou
0,3,0,0,1,0,13,18,1,3,tonyd
62,46,0,2,9,6,892,150,12,141,tonydeng
8414,226,0,24,3,108,2500,1313,1191,2,tonyhead
0,1,0,0,0,0,1,1,0,6,tonyliekk
272,15,0,0,26,0,129,173,108,43,tonyouyang
10,5,0,1,5,0,34,18,8,2,tonyqi1981
292,10,0,1,4,4,167,56,74,23,tonys
260,32,0,4,0,0,30,63,51,12,tonysapphire
3361,183,0,27,13,641,316,3060,701,16,tonyseek
2,4,0,2,0,6,22,31,1,12,tonysh
2,2,0,1,0,0,2,0,0,6,tonytonyf
206,161,1,18,1,203,36,79,76,1,tonytonytony
236,142,0,12,12,45,540,40,51,49,tonywoo
0,11,0,0,0,0,117,49,1,3,tonyx
0,2,0,0,0,3,6,8,1,0,tonyyan
57,4,0,0,0,0,23,448,28,14,tonyyet
11,10,0,6,0,10,14,3,6,16,tonyyi
2,5,0,0,1,0,110,8,4,30,tonyzhao
0,3,0,0,0,0,18,12,0,45,tonyzhu
0,1,0,0,0,0,6,0,0,12,tony_ly
14,2,0,0,0,0,2,1,2,5,tooclose
9727,64,0,4,4,227,23,1772,1699,12,toocold
2233,334,1,38,3,161,326,1640,552,34,tood
0,0,0,0,0,0,0,0,0,0,toone
3,3,0,0,0,0,11,11,1,1,toor
0,3,0,0,0,0,2,2,0,6,toothman
244,107,0,4,3,8,17,255,115,12,tooye
1,1,0,0,1,0,32,12,1,12,toozoofoo
0,2,0,1,0,4,7,1,0,10,TOP7
274,57,0,4,5,192,49,123,67,4,topaly
30,4,0,1,0,1,40,515,9,1,topaz
73,84,0,5,4,12,73,330,18,2,topboy
149,68,0,4,2,29,92,51,52,10,topc
54,7,0,0,0,0,43,104,23,10,topin
17,4,0,6,2,16,30,237,7,19,topku
0,1,0,0,0,0,1,1,0,2,topman
3,6,0,0,1,0,231,41,0,9,topmin
0,2,0,0,1,0,26,2,0,7,toptree
15,13,0,0,0,0,5,5,9,18,top_wu
70,6,0,0,0,0,13,10,7,11,torch
16,8,0,0,0,0,17,7,4,6,torizhu
106,55,0,16,37,121,456,201,34,49,torres
431,5,0,0,0,0,15,234,115,18,tortoise
250,41,0,7,6,25,96,155,74,24,tortorse
25,32,0,7,0,13,13,7,10,19,tory-chen
0,2,0,0,1,0,4,2,2,26,tosnia
121,93,0,5,1,16,60,33,43,1,tosslut
62,18,0,2,10,4,234,55,30,5,tota
1,3,0,0,0,0,2,2,2,1,totoer-san-san
45,2,0,0,3,0,47,23,19,1,totoro
50,13,0,0,1,0,118,8,15,11,totoro31
23,16,0,3,1,7,50,36,3,1,tottichen
3,6,0,0,0,0,8,13,2,1,touchsky
1,10,0,2,7,5,8,6,1,18,towardsmath
20,11,0,8,5,30,115,7,10,6,tower1229
391,172,0,5,14,28,205,507,137,15,towerjoo
0,0,0,0,2,5,55,22,0,18,towry
81,65,0,3,0,10,54,93,48,3,toy32241
0,1,0,0,0,0,1,1,0,8,toya
50,11,0,16,5,52,151,180,12,13,Toyqiu
2,2,0,0,0,0,67,4,0,1,tpolaris
9,15,0,3,5,21,69,18,4,5,tpopen
876,68,0,20,8,172,64,277,291,4,trace-lin
92,20,0,2,0,4,58,147,40,1,traceyxiang
0,1,0,0,0,0,2,2,0,11,traci
5,4,0,0,0,0,30,10,3,4,tracy-78
168,8,0,5,0,14,23,11,55,1,tracy-ren
16,4,0,0,0,0,9,52,13,9,tracy
8,4,0,4,0,12,4,3,0,16,tracy123
0,2,0,3,0,13,11,26,0,1,tracy612
3,10,0,2,1,7,38,149,11,1,tracycui
2,2,0,1,0,0,99,79,0,7,tracylee
90,24,0,4,1,17,145,39,36,18,tracylwp
20,5,0,1,0,4,6,2,3,17,tracy_zhao
1306,217,2,8,4,31,125,1526,318,7,train
1,3,0,4,0,17,14,20,0,0,trainfeed
1,1,0,0,0,0,3,5,1,6,trainspotter
0,3,0,0,2,0,35,8,2,3,tramisu
375,65,0,3,0,5,22,81,114,3,trance
0,1,0,0,1,0,16,3,0,2,trans
2,4,0,3,0,5,103,19,0,8,transey
0,0,0,2,2,14,17,5,0,59,transkyist
75,6,0,0,0,5,123,1383,17,0,Transour
153,25,0,11,0,101,35,112,36,36,traveler
13,21,0,2,1,5,9,11,13,64,travislu
85,13,0,2,8,4,35,47,13,2,travisup
0,0,0,0,2,0,44,33,0,1,Travis_Yuan
754,346,0,43,0,243,196,435,212,9,treebeliever
3,2,0,0,11,0,22,1,0,11,treee
8,6,0,1,0,3,11,12,2,7,treelost
115,9,2,4,7,32,166,219,23,12,treewan
0,4,0,1,0,4,33,15,0,26,trick0treat
1,12,0,2,0,15,69,21,0,1,tricycle
1,4,0,0,0,0,8,41,1,1,tridon
4,3,0,0,0,1,4,4,1,0,trifolium
0,0,0,0,0,0,10,27,0,26,trillion
23,10,0,1,0,5,0,3,4,3,trilogy
1,9,0,0,0,0,7,6,2,8,trinity
3,3,0,0,0,0,6,8,2,67,trios
5,6,0,0,0,0,101,7,1,17,triplei
0,3,0,1,0,7,3,3,0,15,trista
26,4,0,5,0,14,21,32,7,26,Tristan
290,76,0,31,8,169,105,534,107,1,TristanWorld
111,7,0,1,0,0,19,30,23,5,trlong
60,11,0,0,0,0,11,11,12,27,Trojan.exe
276,16,0,0,1,238,15,200,92,18,tron
1,7,0,3,2,16,76,2,0,7,tropic
110,30,0,4,1,7,3,76,27,1,trouble-sleeping
1040,19,0,1,0,3,9,30,92,16,trousseau
45,8,0,2,10,15,90,58,21,4,troychenhan
8,11,0,3,0,8,17,5,3,3,troyzhangyu
19,8,0,1,3,7,3,2,2,2,trqpo
38,7,0,2,1,7,50,28,14,14,trtr
1385,87,18,25,7,9,65,8343,88,4,truant
454,172,7,7,1,211,101,258,198,25,truebit
5,13,0,0,0,0,3,3,2,2,truelife
19,6,0,0,0,0,5,53,12,14,truman
29,18,0,23,0,57,10,23,29,9,trunks
2658,227,3,4,10,21,1208,382,893,52,TrusBe
3,4,0,1,0,0,4,0,1,44,trygood
0,5,0,5,0,8,5,3,0,13,Tsaiwd
6,12,0,2,0,3,17,16,9,1,tsaiyu
0,2,0,0,0,0,8,3,1,11,tsang-67
15,12,0,18,1,104,105,26,3,11,tsbeyond
204,71,0,3,0,7,11,11,46,38,Tse-Rose
13,6,0,1,0,1,39,15,8,14,tshr
1,2,0,2,0,0,188,6,1,3,tsinghug
0,1,0,0,0,0,37,2,0,4,tsingking-70
22,3,0,0,1,0,34,3,0,1,tsounds
5,9,0,1,0,2,66,30,4,6,tsuei
105,38,0,25,6,271,67,38,26,1,tsui
0,1,0,0,0,0,10,21,0,9,tsunamichen
434,85,0,2,0,14,45,1460,150,10,tswang
19,9,0,1,1,26,8,12,4,2,tsyh2008
35,14,0,12,1,63,322,25,17,33,tszzst
616,42,0,27,0,125,95,976,201,87,tt9527
0,4,0,1,0,0,11,3,0,11,ttao
12,23,0,1,2,6,328,25,10,10,tth901022
164,50,0,15,0,29,40,148,62,2,ttiss
0,1,0,2,0,1,217,74,0,57,ttliu
1,1,0,0,0,0,7,9,5,13,ttoo
0,3,0,0,0,0,52,4,0,9,ttttt
1919,187,0,16,8,47,74,307,517,14,tu-cha-zi
2,10,0,3,1,2,46,19,0,1,tu-dou-jun
0,2,0,0,4,0,18,15,0,1,tu-dou-na-fan
0,0,0,0,2,0,22,0,0,28,tu-fei-yuan
8,6,0,0,2,0,60,10,1,83,tu-guan-xuan
0,2,0,0,0,0,3,1,0,0,tu-guo-jian
0,0,0,0,2,0,17,1,0,7,tu-heng
8,2,0,0,0,0,16,7,0,47,tu-jiao-jiao
18,9,0,6,0,8,29,9,8,13,tu-justin
7,13,0,0,0,0,32,12,6,0,tu-liu
38,7,0,0,0,0,6,2438,13,0,tu-mo-tuo
3,6,0,0,0,0,19,1,2,11,tu-ping-12
11,14,0,1,0,1,8,5,4,2,tu-rui
25,9,0,2,0,2,36,41,14,45,tu-shan-shi
320,3,0,1,9,8,67,193,106,2,tu-shuai
0,1,0,0,1,0,4,0,0,24,tu-tu-80
812,144,0,31,6,221,215,125,229,84,tu-tu-92
2,4,0,2,0,0,26,5,0,101,tu-tu-chuan
0,4,0,0,0,0,7,6,0,19,tu-xian-feng
1,1,0,0,0,1,12,10,0,12,tu-xiao-gang
30,21,0,4,4,3,37,83,8,2,tu-xiao-liu
0,0,0,0,0,0,3,0,0,0,tu-ya-85
1,1,0,0,0,0,2,0,1,5,tu-yong
0,1,0,0,0,0,2,5,0,1,tu-yuan-liang
1,2,0,0,0,0,0,3,1,1,tu-zai-zi
445,35,0,1,0,0,23,484,105,29,tu-zhao-rui
747,68,0,31,7,169,99,190,151,307,tu-zhi-jiang-silvia
0,0,0,0,0,0,0,0,0,0,tu-zhi-yi
0,5,0,0,0,0,5,2,1,2,tu-zi-13
0,2,0,1,0,0,4,3,0,0,tu-zi-mao
0,0,0,0,3,0,40,2,0,15,tu-zong-ran
0,1,0,0,0,0,25,1,0,7,tuan-chang-40
61,3,0,0,6,0,20,0,4,6,tuan-chang
17,7,0,0,0,0,4990,792,13,4,tuan-dui-hui
20,6,0,1,0,2,25,2,5,1,tubasha
349,54,0,1,0,2,55,164,33,66,tucaogirl
2,4,0,1,0,3,5,11,1,14,tucaoneo
3,9,0,7,0,8,62,22,1,22,tudouer
2,9,0,0,1,6,20,19,6,19,tudy
0,3,0,0,3,2,92,75,0,1,tufei
3,4,0,0,10,0,15,0,0,1,tuibian
111,51,0,18,0,41,189,110,44,8,tujian
693,362,0,17,1,178,480,323,291,235,tukela
39,6,0,0,0,0,42,25,16,12,tulong
0,0,0,0,0,2,218,63,0,39,tulongxia
10,3,0,0,3,0,30,69,5,1,tumiao
650,274,2,2,0,9,0,476,182,0,tumutanzi
0,0,0,0,1,0,7,3,0,53,tung-cheng
9,1,0,0,0,0,50,6,1,0,tunizh
265,15,0,3,1,0,14,126,57,25,tunjing
241,51,0,49,7,194,129,89,73,72,tuo-er
0,1,0,0,0,0,36,5,1,7,tuo-huang-ju-shi
1,3,0,1,0,2,16,24,1,11,tuo-tu
0,3,0,0,0,0,9,4,3,37,tuo-xin
1,1,0,2,0,1,15,12,0,1,tuo-you-ping
35,14,0,2,0,1,27,8,9,5,tuopi
360,140,0,3,0,8,62,175,152,6,turan
2,3,0,0,0,3,4,1,4,7,turbobo
1,1,0,3,2,7,117,8,3,11,turbokeem
43,25,0,3,0,4,32,39,13,21,turing
5,4,0,0,6,0,40,15,3,12,turui
15,5,0,1,0,6,19,36,2,1,tusury
16,6,0,0,1,0,7,12,6,21,tutengzhulu
1842,284,0,40,1,44,2064,8091,600,12,tutuyang
17,9,0,0,1,1,55,85,3,3,tuuboo
0,1,0,0,0,0,3,5,0,6,tuwaguan
110,67,0,8,8,30,169,64,33,25,tuya
2,8,0,0,0,0,2,2,2,10,tuyapp
20,2,0,2,0,12,21,22,1,2,tuzhi
30,33,0,7,0,8,29,40,20,31,tuzipp
32,30,0,5,1,14,139,55,7,8,tuzkier
52,38,0,3,13,21,33,18,18,4,tu_liang
9,11,0,2,0,4,83,105,3,8,tvc15
12,38,0,0,0,1,26,81,8,1,tvchenziang
15,20,0,1,0,0,48,24,4,17,twca
0,1,0,1,1,1,22,0,0,1,twelve932
9946,46,3,32,4,160,121,333,1115,6,twfsj
669,95,0,6,3,38,126,207,203,16,twiispa
0,1,0,0,2,0,34,2,0,1,twinkly
1,9,0,0,3,0,59,13,4,2,TwinkyLee
48,11,0,0,2,0,44,77,25,5,twisted
63,127,0,66,0,198,4,19,26,1,twitte
272,40,0,11,2,37,127,82,61,22,twitter-mydf
11,5,0,1,6,5,404,28,4,2,twitter
1,5,0,0,1,0,5,2,1,1,twocheng
26,12,0,2,0,7,38,38,12,9,twocity
31,17,0,3,5,12,46,47,14,6,twocold
770,38,0,5,21,17,120,93,185,33,twocucao
119,22,0,3,14,1,176,80,18,18,twoheart
3,4,0,0,6,0,25,6,3,5,twoknow
0,2,0,1,0,11,1,1,0,8,twoperson
0,0,0,0,3,0,10,2,0,1,twoshan
33,5,0,1,41,8,524,23,4,71,twowolf
10,4,0,1,0,1,19,7,1,2,txiang
49,36,0,20,9,38,10,9,18,1,txiangyang
2,6,0,2,0,9,53,15,1,14,txshi
16,5,0,3,7,2,122,6,2,21,txyu
365,109,0,29,2,183,294,109,80,25,txz-zhihu
296,31,0,4,4,10,451,205,79,8,tykm
0,1,0,0,0,0,37,17,2,1,tylaar
24,25,0,0,17,0,18,14,10,5,tylerlo
0,1,0,5,1,17,17,7,0,12,tym1193
17,4,0,3,9,7,32,1,4,2,tyrion
11,13,0,10,2,6,35,12,4,9,tyrionlin
1644,287,9,50,0,290,123,4344,478,21,tyro
2,6,0,0,0,0,20,8,5,1,tyronxue
5,5,0,1,1,6,18,38,3,117,tyytyy
6,11,0,0,0,8,6,3,5,1,tyzy2008
2,3,0,0,0,0,9,32,2,18,tzangms
0,2,0,2,0,3,28,23,0,12,tzingchu
6,8,0,1,2,5,56,19,3,73,tzm529
2,13,0,0,0,0,8,36,6,9,u0517
1,5,0,1,0,0,7,3,0,8,u8king
15,12,0,0,3,0,57,23,5,11,uade
102,15,0,0,0,4,56,717,17,24,ubee
0,0,0,0,0,0,0,0,0,3,ubuntu
24,13,0,0,0,0,1,54,3,5,ubuntuu
0,9,0,4,0,2,4,0,2,29,ucent
0,3,0,2,0,13,2,4,0,0,uddup
290,44,0,24,9,169,300,300,113,55,udonmai
26,24,0,5,1,7,200,186,10,9,udoo
0,0,0,2,3,7,12,9,0,26,udzhou
1,2,0,0,0,0,28,3,0,10,uecd
0,1,0,2,1,4,20,6,2,12,ueguo-zi
0,2,0,1,0,0,4,9,0,7,uestar
1,5,0,0,0,0,26,11,1,1,ue_chen
1,10,0,15,0,109,10,4,0,13,uglyangel
0,2,0,1,0,0,40,13,0,23,uhafu
20,22,0,0,1,1,194,79,15,6,uicolor
2,6,0,2,1,1,30,63,1,3,uiforce
0,9,0,9,0,4,273,20,2,1,uikhoo
4,8,0,0,0,0,136,14,3,1,uimini
2,6,0,1,0,3,155,4,1,35,uin57
5,16,0,0,17,0,23,408,5,7,uisheji
951,55,2,6,8,25,248,4277,303,22,uitony
2,4,0,3,0,1,83,29,0,3,ujnjing
9,6,0,1,0,1,2,23,3,1,ulian
8,3,0,2,0,8,13,20,2,1,uloo
0,3,0,2,0,0,1,0,0,3,ultraleopard
5,3,0,3,1,7,8,6,3,1,ultra_back
87,30,0,8,1,23,168,55,45,16,ulysses
2,2,0,0,0,0,2,3,2,5,um126
44,14,0,1,1,4,105,7,11,6,umasou-2
1,1,0,0,1,0,25,2,1,16,umberalla
116,31,0,6,1,31,52,452,41,43,umihebi
1,2,0,2,0,14,3,0,1,8,uming
0,3,0,5,0,6,8,5,0,22,umtry
627,6,0,6,0,19,0,42,132,27,unbug
0,0,0,1,0,2,6,26,0,0,unclebill
3,4,0,0,1,0,1,6,1,8,unclecat
5,6,0,4,0,2,16,34,2,7,unclejian
37,18,0,1,0,0,3,6,24,10,unclesam
146,39,0,0,0,0,0,24,28,1,undead
218,75,0,44,0,134,92,180,63,9,underone
256,36,0,3,0,9,77,123,46,24,UnderSn0w
0,3,0,3,0,4,40,7,0,0,undi
30,30,0,1,0,9,22,21,12,11,undoit
3,9,0,25,7,105,154,57,5,3,unendlich
122,9,0,6,2,22,37,7,31,6,unever
5,5,0,0,1,0,24,2,7,2,ungu
10,6,0,1,2,3,27,4,5,2,uni-que
305,50,0,3,7,7,30,49,87,4,uning
4,14,0,3,11,5,66,9,1,2,union
1260,111,1,6,4,18,19,1835,135,7,unionx
310,47,0,9,9,29,212,61,51,7,unique
43,26,0,5,0,0,13,17,17,1,uniquet
35,26,0,2,1,6,14,6,9,2,unitedsvi
3,5,0,0,0,0,7,13,2,10,universec
41,13,37,0,0,0,3,197,26,1,uniway
1,3,0,1,0,2,0,0,1,1,uniyao
2,8,0,2,0,3,13,25,2,81,unliu
1364,51,0,4,0,9,15,2745,433,44,unmerged
0,2,0,1,0,5,7,2,0,3,unml
202,191,0,1,3,9,216,51,57,17,unphenomenon
0,0,0,1,0,21,56,131,0,2,unstop
2,2,0,3,1,8,2,4,1,64,untion
52,17,0,0,1,7,130,29,23,14,unusualnan
22,28,0,2,19,5,175,24,7,38,unwayking
51,9,0,11,4,101,46,58,22,4,unzz
2,24,0,12,0,12,66,14,2,23,up007
798,149,0,4,21,44,144,257,175,27,uprit
918,18,0,0,1,2,127,194,172,7,upstar
12,19,0,11,0,48,52,36,4,30,upupeng
0,1,0,0,0,0,29,7,0,2,upzz
0,1,0,0,0,0,1,4,0,10,urania
2,3,0,0,2,1,8,5,0,17,uriel
512,103,0,22,1,173,66,815,201,5,usaface
1,3,0,1,0,2,5,2,0,5,usbok
60,54,0,0,1,0,72,50,17,7,usbuild
4,5,0,2,1,6,5,3,3,11,USFO
234,38,0,4,0,11,68,59,80,3,usiha
12,22,0,1,4,1,12,4,3,1,utagawa
4,3,0,0,0,0,21,9,4,0,utoauto
0,1,0,0,0,0,4,6,0,0,utom
18,22,0,2,1,6,1,3,4,24,utopiaworld
0,2,0,1,0,0,1,1,0,9,uubaby
6,12,0,3,0,17,26,11,5,1,uuee
1,7,0,2,0,2,11,22,0,12,uupang
47,30,0,9,6,5,19,9,20,5,uusbj
9,17,0,4,1,1,45,8,8,17,uwings
278,16,9,12,2,10,270,1125,92,8,uxdavid
8,4,0,1,0,3,7,35,3,1,UXever
478,10,0,2,0,0,50,386,222,0,uxkevin
7,10,0,0,0,1,1,1,2,1,uyuri
224,26,0,5,2,22,43,157,37,22,uzar
1,4,0,2,0,3,7,0,0,5,uzen
13,19,0,0,0,0,10,7,6,21,v-chemistry
3,2,0,2,16,6,162,48,0,16,v1cy0ung
1,4,0,0,0,0,42,12,0,8,v2vv
9,1,0,0,0,0,5,2,0,15,V587
1,3,0,0,1,0,2,6,0,11,vacosong
1,2,0,2,3,3,9,8,0,3,vagerent
210,15,0,2,11,138,939,58,61,50,vagrant
2,2,0,0,0,0,6,17,0,10,vaidurya
261,10,0,0,1,0,18,168,100,2,vakyaswife
75,23,0,0,2,4,71,165,38,57,valdanito
4,2,0,1,0,1,22,3,1,9,valenha
5,2,0,2,0,3,6,6,2,14,vali
1,5,0,0,3,0,19,1,6,3,valianliu
9,12,0,1,1,4,43,7,6,3,vall
1593,10,0,1,7,5,60,937,564,54,valle
1,2,0,0,11,0,22,12,0,3,valq
3,4,0,0,0,0,3,10,1,7,valtang2648
407,310,0,9,6,52,71,283,129,4,value
2,1,0,1,0,0,10,3,0,1,vampirechris
20,19,0,6,5,41,107,53,11,26,vance
594,135,0,9,13,139,510,145,161,2,vance92
16,23,0,1,7,3,41,27,17,21,vanderick
722,73,0,2,1,28,95,199,191,21,Vane
2674,50,0,0,17,1,110,1312,751,2,vanehu
87,39,0,20,0,151,235,53,24,41,vanemu
4,2,0,1,0,1,7,11,3,12,vanessa-79
623,30,0,3,3,17,84,69,137,98,vanessaxing
3,12,0,1,1,0,48,11,2,12,vangan0612
0,2,0,1,0,0,1,2,1,10,vangie_du
1,9,0,0,0,0,91,68,4,16,vanhelen
5,1,0,1,2,3,11,10,2,13,vanisher
0,3,0,0,0,0,3,0,0,21,vannoi
697,14,1,22,1,229,555,499,260,89,vanny
0,1,0,1,0,0,40,7,0,1,vannyzhang
64,21,0,1,1,5,28,23,20,5,VANS
149,6,0,3,1,1,42,143,29,61,vanswo
1,3,0,0,0,0,6,9,2,8,vantel
0,1,0,0,0,0,0,0,0,3,vanvan
5,4,0,0,0,0,2,10,2,2,vanwilder
260,8,0,1,5,3,157,28,38,10,vanya
37,8,0,5,1,25,15,34,8,12,vanz-wong
71,15,0,3,0,7,22,80,21,1,vanz23
111,155,0,23,0,154,1189,595,69,34,var87
4,2,0,0,0,0,15,1,2,1,varando
1,2,0,4,0,16,19,4,0,86,VAseetheworld
4,6,0,0,4,0,18,1,2,7,vatan
0,0,0,0,1,0,122,2,0,6,vava
99,30,0,8,1,18,200,69,21,9,vavalee
0,6,0,1,0,3,3,4,0,6,vbut
4,6,0,0,0,0,31,18,2,29,vc15
4034,76,0,19,1,122,503,723,799,9,Vc1991
2010,8,1,13,0,53,79,3270,1044,7,vcalex
7,1,0,0,0,0,28,15,0,1,vclwei
61,18,0,2,2,5,64,7,14,3,Vcoder
9,7,0,2,0,0,10,7,3,36,vcool
20,3,0,0,2,0,28,5,7,4,ve-vr
7070,20,0,2,0,13,135,1919,888,14,veajot
2069,116,2,39,1,199,649,3906,525,50,veann
2,1,0,0,0,0,3,2,0,4,vector29
289,58,0,7,4,40,13,83,79,7,vedas
0,2,0,1,0,0,6,2,0,16,vedio
38,4,0,1,23,7,42,15,18,2,vee-77
0,2,0,0,0,0,3,1,1,5,vee1987
1,3,0,1,1,4,7,2,0,2,veegee
24,17,0,4,0,17,78,23,11,14,veens
2,1,0,1,0,3,14,8,1,9,vega-81
1259,77,0,0,7,0,189,337,296,45,vega
32,10,0,0,16,0,57,25,18,9,vegaliu
191,31,0,4,2,3,1565,198,48,57,VegasWang
6,6,0,4,1,11,2,2,1,9,vegemin
21,3,0,0,0,0,9,4,9,11,veggie
311,188,0,50,14,354,229,642,89,48,vele
3,9,0,0,1,0,4,2,4,31,velic
1,5,0,0,4,0,22,19,2,25,velly
0,1,0,5,0,29,353,70,0,4,velochina
186,16,0,1,0,0,28,5453,16,1,velvet
25,8,0,1,6,0,9,6,8,5,vency
19,0,0,0,0,0,9,7,0,6,vengence
0,1,0,2,0,3,23,5,0,1,venico
2,16,0,34,2,133,25,6,3,16,venisa
75,16,0,0,4,0,10,30,24,9,venmos
0,0,0,4,3,15,3,0,0,19,venn
3575,48,0,6,15,29,258,110,599,44,venrens
0,3,0,0,0,0,19,6,0,12,venson
8,8,0,0,0,0,2,2,7,30,venson10
116,14,0,6,5,33,67,88,35,5,ventlam
5,7,0,1,5,2,72,3,0,7,venus-jn
2176,35,0,6,1,45,20,1168,472,11,venus919
25,11,0,11,0,60,35,23,10,2,vera-2
3,5,0,0,0,0,3,1,1,12,vera-23
2,2,0,0,0,0,8,0,0,5,vera-32
615,14,0,1,1,4,247,228,359,3,vera-lee
4740,95,2,2,6,7,300,1147,944,27,vera-wei
0,3,0,0,0,0,7,3,1,15,verain333
81,24,0,16,1,61,91,102,28,2,verfree
501,156,0,25,23,307,302,932,215,7,verloth
365,33,0,3,0,13,105,95,74,13,vern
3,6,0,1,0,2,11,7,3,1,vernon
