answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
Meniscus Transplant Consult with a specialist that only does knee surgery and has extensive experience with cartilage and meniscus transplantation to see if you are a candidate.,1241344,2,261492,11200368,316,"Indiana University/Purdue University at Indianapolis University of Illinois, Urbana-Champaign",25years,"[10014676, 10057975, 10038441, 10025116, 10027730, 10052334, 10075023, 10014299, 10038577, 10002907, 10050211, 10055089, 10530715, 10056456, 11080084, 10014830, 10040183, 10526410, 10002162, 10006323]","495,311",[Shoulder arthroscopy],"Recognized by his peers, Dr. Agrawal is honored to be included among the 10 Shoulder Specialists to Know in America by Becker’s Hospital Review.http://www.theshouldercenter.com/our-provider.htm",[Dr  Agrawal is a fantastic surgeon. Very highly regarded],2,Orthopedic Surgery,246,"[Transplantation, Transplant, Knee surgery, Cartilage, Surgery, Analgesia]",What else can I do besides surgery that can help with pain due to lack of a meniscus? Most of  it was removed from my left knee 5 years ago.
"Stimulate healing I have documented repeately that man, horses and dogs can heal joint problems if the connective tissue and a stimulus to cause healing is taken by mouth, msm(methyl sulfoxyl methane) taken in the dose 3000mg 2to3 doses per day. The lack of healing may be reversed by using high grade chicken collagen or a condition where the cartilage has been totally destroyed, then only joint replacement.",371834,0,261492,10538980,153,university of Kentucky college of medicine,44years,"[11045923, 10014830, 10003096, 11092346, 10004483, 10057976, 10054963, 11133203]","106,729",,,"[Dr. Martin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Martin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Family Medicine,174,"[Transplantation, Transplant, Knee surgery, Cartilage, Surgery, Analgesia]",What else can I do besides surgery that can help with pain due to lack of a meniscus? Most of  it was removed from my left knee 5 years ago.
"Several things Maintain normal body weight. Use anti inflammatories. If very bad, an unloader brace can be used. If you are young it's possible that a meniscus can be transplanted. But that's surgery. Best to see your sports medicine specialist for accurate assessment of the problem.",371797,0,261492,11046568,519,"New York Medical College, NY",21years,"[10006323, 10007158, 10530715, 10056780, 11083895, 10014033, 10005107, 10538896, 10049366, 10005276, 10014299, 10014830, 10000070, 10038570, 10526410, 10007154, 10023207, 10532956, 10010506, 11145866]","294,121","[Knee pain, Arthritis, ACL reconstruction, Sports Medicine, Arthroscopy, Knee arthroscopy, Shoulder arthroscopy]","I'm a fellowship trained Orthopaedic Surgeon specializing in shoulder & knee as well as sports-related injuries. I use advanced open & arthroscopic surgical techniques to restore damaged joints, ligaments, and bones. I enjoy restoring my patient's quality of life, & returning athletes back to play.",[I recommend this doctor.  Very insightful and I learn something new from these answers],,Sports Medicine,367,"[Transplantation, Transplant, Knee surgery, Cartilage, Surgery, Analgesia]",What else can I do besides surgery that can help with pain due to lack of a meniscus? Most of  it was removed from my left knee 5 years ago.
Infection or Cyst Partially erupted wisdom teeth where the teeth are partially visible and covered with tissue are prone to localized infections or pericoronitis because of the difficulty in cleaning. Another possibility could be the presence of a localized cyst associated with the crown of the wisdom tooth. A clinical and radiographic exam would be strongly recommended to determine what treatment is indicated.,2325775,2,261519,10523734,"3,232",University of Mississippi School of Dentistry,37years,"[10056546, 11447928, 12543253, 10000414, 11183952, 10014592, 10054675, 10014830, 11195338, 11125605, 11159654, 10002337, 10003460, 10072614, 11205260, 10000365, 10000070, 10010724, 11144757, 10531154]","1,997,882",[Wisdom tooth extraction],,"[I commend Dr. Quon for his wealth of knowledge, and his consistently outstanding advice which is always to the point, comprehensive and articulate., An excellent physician and resource for the people of Mississippi, Thoughtful, insightful answers, Great oral surgeon!!]",2,Oral and Maxillofacial Surgery,568,,My gum gets swollen with fluid from time to time where my wisdom tooth is in the bottom left side what is the problem?
"Infection You have a gum infection that is recurring, that is the gum over your wisdom tooth traps debris and becomes irritated and infected. Most likely, you will need the wisdom tooth extracted.",371838,0,261519,10532936,328,University of Pennsylvania School of Dental Medicine State University of New York at Buffalo Tulane University University of Pennsylvania School of Dental Medicine,32years,"[11159654, 10005496, 11089553, 11503678, 10531823, 11371343, 11373619, 10530788, 11046386, 10541031, 11755627, 11186898]","305,356","[Dental care, Cosmetic dentistry, Dental Health, Dental procedures]","Dr. Stall is originally from the Catskill Mountain region of New York State. He has taken over 1800 hours of continuing education courses since 1983 and is a past instructor at the University of Pennsylvania. He practices Family, Cosmetic, Implant, and Sedation Dentistry in Westtown, PA.","[I endorse this dentist.  David is one of the most competent general dentists I know.  I highly recommend him., Great doctor. Consistently gives thoughtful, insightful and expert advice., I endorse this dentist., I endorse this dentist., I endorse this dentist., I endorse this dentist.]",,Dentistry,146,,My gum gets swollen with fluid from time to time where my wisdom tooth is in the bottom left side what is the problem?
"A dental problem You need a dental exam to make a diagnosis, you may have gingiviits and periodontal disease. When did you last see your dentist?",371833,0,261519,10540017,142,"The University of Nottingham Medical School, England",38years,"[10530701, 11045923, 10005184, 10014284, 10524290]","73,230",,,"[Dr. Botelho is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Botelho is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Family Medicine,130,,My gum gets swollen with fluid from time to time where my wisdom tooth is in the bottom left side what is the problem?
Varies You may want to try a compression wrap and elevation.,378775,3,262996,10070348,"14,545",Ohio College of Podiatric Medicine,36years,"[11080084, 10538896, 10056546, 10073610, 11387377, 11089577, 10003512, 10049981, 10000610, 10070856, 10002907, 11048549, 10014676, 10057041, 10530715, 10002162, 12229824, 10014305, 10014344, 11827603]","35,121,095","[Warts, Toenails, Ingrown toenail, Athlete's foot, Plantar fasciitis, Plantar warts, Toenail fungus]","I have been in practice since 1981 after completing the Ohio College of Podiatric Medicine, in Cleveland Ohio. I did my podiatric surgical training at Straith Memorial Hospital for special surgery in Southfield, Michigan. I practiced in suburban Detroit for several years and then moved to Virginia in 1984. I have been able concentrate on the office expanding its scope to include diabetic wound care and surgical procedures of the foot and ankle. I have seen many medical and technical changes as well many political changes in medicine in my 33 years of practice. I have recently retired from active practice as of August 15, 2015","[I recommend Dr. Beresh.  He is an asset to HealthTap and is well respected in the medical community., I believe he is honest and sincere, his knowledge is excellent., Will follow you on Health Tap, Highly recommended-Dave, Very knowledgeable]",22,Podiatry,"3,303","[Surgery, Knee surgery]",I had knee  surgery on august 13 2012 and my foot  is swelled up after knee surgery when does the swelling go away. I have been doing the ice machine.?
Keep your leg Elevated as well as much as possible. This is not uncommon. How long it will last may also depend on what type of surgery you had which you did not specify.,376277,2,262996,10526410,"21,934",,23years,"[7553169, 11080084, 10538896, 10056546, 10073610, 11387377, 11089577, 10005496, 10056744, 10070856, 10002907, 11079326, 10057041, 10002162, 12229824, 10014305, 10014344, 11195338, 10005276, 12770019]","58,924,275","[Plantar fasciitis, Diabetic foot, Neuroma]","Dr. Kass attended Podiatry School at the New York College of Podiatric Medicine where he was elected Class President in his first year of school. He went on to graduate as only 1 of 3 in his graduating class with both academic and service honors. Dr. Kass went on to train at Jamaica Hospital Medical Center where he was Co-Chief Resident in his first year of residency training and was Chief Resident again in his second year at both Gouveneur Ambulatory Center and Peninsula Hospital Center.Dr. Kass went straight into private practice after completing his surgical training and opened a Private Practice in Forest Hills, NY.Dr. Kass is a hyprocure master surgeon and received his training directly from the inventor of the hyprocure implant Dr. Michael Graham. Dr. Kass was one of the first surgeons in New York to use this specific implant in the treatment of peri-talar subluxations. His office was recently named a Center of Excellence for this particular procedure. Dr. Kass is the current president of the Nassau County Podiaric Medical Association.","[Dr Kass has consistently shown thoughtful and useful advise to patients in his interactions. He is an expert in his field. I highly recommend him for your health care needs !, I asked him a question as a colleague and he was prompt to reply with advise.  It shows he is committed and really cares., I recommend this doctor.  Very insightful and I learn something new from these answers, Excellent doctor with diagnosis, treatment, surgery with excellent bedside manor, Dr. Kass provides excellent information on Podiatry to the public via Healthtap., Intelligent, accurate, kind answers.
Highly recommend.]",43,Podiatry,"5,000","[Surgery, Knee surgery]",I had knee  surgery on august 13 2012 and my foot  is swelled up after knee surgery when does the swelling go away. I have been doing the ice machine.?
"Swelling While i agree with the other doc's , you said your surgery was in 2012. That is 16 months ago. Your swelling may not go away as it may be something called brawny edema and is more fibrous in nature. See your surgeon and good luck.",1538029,1,262996,12111326,"2,231",OCPM ohio college of podiatric medicine,30years,"[10070856, 11083895, 11183952, 10526410, 10051802, 10038570, 10053027, 10014033, 10075023, 10070348, 10005811, 10014299, 10007201, 10002956, 20596297, 11198192, 10003096, 10003568, 10000090, 12647808]","3,423,459","[Surgery, Orthotics, CO2 Laser, CO2 Laser, Fungal nail infection, Foot surgery, Orthotics]","Graduate of OCPM 1986, on staff at University Hospital Parma and University Hospital Bedford ( there was another merger) The technical issues are resolved and hours for consults are posted . More hours will follow - I promise ! thanks","[Dr. Inwood is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Inwood is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Inwood is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Tks for info.  Appreciate that you suggested more than one possibility., I am grateful for this doctor this Thanksgiving!]",7,Podiatry,618,"[Surgery, Knee surgery]",I had knee  surgery on august 13 2012 and my foot  is swelled up after knee surgery when does the swelling go away. I have been doing the ice machine.?
"See below Shoes usually provide more cushion and support than barefoot: especially on hard services. Be careful on harder surfaces such as tile. If condition persists, see podiatrist for examination. Itching could be fungus, allergic reaction or other condition.",377012,2,263282,10536503,"4,743",New York College of Podiatric Medicine,25years,"[10538896, 10536503, 11080084, 12515330, 11125605, 11208135, 12737568, 10530715, 10038570, 10019047, 10049933, 10005209, 11499250, 11889558, 10070348, 10014033, 10056546, 11888777, 10056456, 12790320]","5,230,507","[Foot Care, Diabetic foot, Pediatrics]",,"[Dr Oberman's posts are always thought provoking.  One can truly see the commitment and passion to medicine.  Keep the great answers coming., Deefield is lucky to have such a great doc!!, Great logical answers, highly recommend!!]",10,Podiatry,"1,196","[Foot pain, Allergic reaction, Fungus, Gait, Itching all over]",Right foot hurts on left side when I walk barefoot when sitting whole foot itches. Icyhot does nothing been going on for a week
Visit a foot doc Get clinically examined. They may want to take an x-ray. You may have a tendonitits or stress fracture of your 5th metatarsal as possibilities.,377726,0,263282,10526410,"21,934",,23years,"[7553169, 11080084, 10538896, 10056546, 10073610, 11387377, 11089577, 10005496, 10056744, 10070856, 10002907, 11079326, 10057041, 10002162, 12229824, 10014305, 10014344, 11195338, 10005276, 12770019]","58,924,275","[Plantar fasciitis, Diabetic foot, Neuroma]","Dr. Kass attended Podiatry School at the New York College of Podiatric Medicine where he was elected Class President in his first year of school. He went on to graduate as only 1 of 3 in his graduating class with both academic and service honors. Dr. Kass went on to train at Jamaica Hospital Medical Center where he was Co-Chief Resident in his first year of residency training and was Chief Resident again in his second year at both Gouveneur Ambulatory Center and Peninsula Hospital Center.Dr. Kass went straight into private practice after completing his surgical training and opened a Private Practice in Forest Hills, NY.Dr. Kass is a hyprocure master surgeon and received his training directly from the inventor of the hyprocure implant Dr. Michael Graham. Dr. Kass was one of the first surgeons in New York to use this specific implant in the treatment of peri-talar subluxations. His office was recently named a Center of Excellence for this particular procedure. Dr. Kass is the current president of the Nassau County Podiaric Medical Association.","[Dr Kass has consistently shown thoughtful and useful advise to patients in his interactions. He is an expert in his field. I highly recommend him for your health care needs !, I asked him a question as a colleague and he was prompt to reply with advise.  It shows he is committed and really cares., I recommend this doctor.  Very insightful and I learn something new from these answers, Excellent doctor with diagnosis, treatment, surgery with excellent bedside manor, Dr. Kass provides excellent information on Podiatry to the public via Healthtap., Intelligent, accurate, kind answers.
Highly recommend.]",43,Podiatry,"5,000","[Foot pain, Allergic reaction, Fungus, Gait, Itching all over]",Right foot hurts on left side when I walk barefoot when sitting whole foot itches. Icyhot does nothing been going on for a week
See a Podiatrist If home care has not helped then you need to see a doctor.,380385,0,263282,10070348,"14,545",Ohio College of Podiatric Medicine,36years,"[11080084, 10538896, 10056546, 10073610, 11387377, 11089577, 10003512, 10049981, 10000610, 10070856, 10002907, 11048549, 10014676, 10057041, 10530715, 10002162, 12229824, 10014305, 10014344, 11827603]","35,121,095","[Warts, Toenails, Ingrown toenail, Athlete's foot, Plantar fasciitis, Plantar warts, Toenail fungus]","I have been in practice since 1981 after completing the Ohio College of Podiatric Medicine, in Cleveland Ohio. I did my podiatric surgical training at Straith Memorial Hospital for special surgery in Southfield, Michigan. I practiced in suburban Detroit for several years and then moved to Virginia in 1984. I have been able concentrate on the office expanding its scope to include diabetic wound care and surgical procedures of the foot and ankle. I have seen many medical and technical changes as well many political changes in medicine in my 33 years of practice. I have recently retired from active practice as of August 15, 2015","[I recommend Dr. Beresh.  He is an asset to HealthTap and is well respected in the medical community., I believe he is honest and sincere, his knowledge is excellent., Will follow you on Health Tap, Highly recommended-Dave, Very knowledgeable]",22,Podiatry,"3,303","[Foot pain, Allergic reaction, Fungus, Gait, Itching all over]",Right foot hurts on left side when I walk barefoot when sitting whole foot itches. Icyhot does nothing been going on for a week
Go to er Don't mess around. Go to er if these symptoms exist. A heart attack can cause tooth and jaw pain. Especially on the left side.,1430102,4,263713,12432215,264,,17years,"[10530715, 12653404, 11109271, 11940386, 25812511]","89,478","[Tooth pain, Root canal, Dental pain, Abscess, Tooth abscess, Dental abscess, Root end surgery, tooth ache]",I have been practicing endodontics in Waterbury since 2003. I received my D.D.S. and graduated Cum Laude from The State University at Buffalo in 1998. I did my General Practice Residency at North Shore University Hospital. I received my Certificate in Endodontics from NYU in 2003.,"[Great doctor. Consistently gives thoughtful, insightful and expert advice.]",1,Endodontics,45,"[Chest pain, Tooth pain, Nausea, Fatigue, Stress, Heart attack, Hypotension, Low blood pressure, Lethargy, Chest pressure]","Back in january I had an EKG and had low blood pressure they said the next step was a stress test. I am uninsured so I passed the heart fluttering went away but now I have chest pressure along with jaw and teeth pain, fatigue and some nausea. I have an ap"
"Need immediate care Women often have atypical symptoms in case of heart disease, including heart attack. The symptoms you describe are worrisome and warrant immediate attention. Please go to the nearest emergency department to rule out a serious issue.",378169,1,263713,10040414,"37,220","University of Pune, Armed Forces Medical College, India",44years,"[11080084, 10003512, 10057041, 11682263, 10010426, 10056048, 10049991, 10007158, 11447928, 10009095, 10013897, 11045923, 11048549, 10056456, 10005507, 10003619, 10049366, 10530715, 10003048, 12543253]","96,340,863","[Cancer, Nutrition, Cervical cancer, Ovarian cancer]","Currently I am serving as Walter L. Shepeard Chair in Clinical Pathology at Georgia Regents University. My previous engagements include serving as Professor of Pathology at University of Missouri-Kansas City School of Medicine, Professor of Pathology at the University of Pittsburgh, and Chief Medical Officer in the Department of Veterans Affairs Senior Executive Service. I received my MB,BS (MD) from Armed Forces Medical College, Pune, India, and a PhD in Medicine and MBA from University of Pittsburgh. I am board certified in Anatomic and Clinical Pathology, with certification for Special Competence in Immunopathology, and have Certification as Physician Executive. I discovered two genes relevant to Lung Biology and published over 100 papers in peer-reviewed journals.","[I have been following Dr. Singh's answers for some time and am impressed in how easily his answers get right to the heart of the questions. You might say that his answers all have a certain ""POP"" to them., Your dedication and commitment to providing quality health consultation on HealthTap is greatly admired and a true benefit to your patients. Keep up the good work., Dr. Singh provides very informative answers that are right on track with the questions asked.  He's a wonderful asset to the HealthTap community!, Dr Singh  addresses patient questions in a concise, clear manner, with  links for additional information.  Excellent physician!, Prolific and insightful, Dr. Singh is an important contributor valued by his patients and his physician colleagues., I recommend this doctor.  Very insightful and I learn something new from these answers]",155,Pathology,"10,983","[Chest pain, Tooth pain, Nausea, Fatigue, Stress, Heart attack, Hypotension, Low blood pressure, Lethargy, Chest pressure]","Back in january I had an EKG and had low blood pressure they said the next step was a stress test. I am uninsured so I passed the heart fluttering went away but now I have chest pressure along with jaw and teeth pain, fatigue and some nausea. I have an ap"
"Follow dr directions You are already under care of a doctor who has been doing the work up. If you had fluttering and chest pressure, you have to complete cardiac work up. Good luck.",378741,1,263713,10025116,"8,250","Dr M.G.R. Medical University, Madras, Madras Medical College, India Stanley Medical College, Chennai, India",41years,"[11080084, 10538896, 10073610, 10040183, 10523999, 11889558, 10000408, 10010426, 10038441, 10005107, 10051802, 10056048, 10007158, 11447928, 11755506, 11045923, 10014353, 11048549, 10056456, 10014428]","10,598,679","[Chest pain, COPD, Chest tightness, Chest pressure, Hearing loss, Angina, Diabetes, Heart attack, Rapid heart beat, Diabetes Type 2, Transient ischemic attack, Meningitis, Viral meningitis]","Over 39 years in medical field, practicing internist/ hospital medicine, Greenwood, MS. Working as Medical Director for Hospitalist program in Greenwood Leflore Hospital, and as Medical Director in LTAC -AMG Specialty hospital in Greenwood. Also has experience in ENT diseases.","[Dr. Rao has a deep knowledge of an impressive array of medical topics. He cuts straight to the heart of the matter and explains difficult topics in a manner that is very easy to understand. The Mississippi Delta is very privileged to enjoy his service., I highly recommend Dr. Rao. He is an outstanding physician, his expertise in Medicine matches his compassion and care for patients. An unique resource to both patients and doctors on health tap! 
Thank you, you are great, Dr. Rao!, I am consistently impressed with the content and quality of the information that Dr. Rao provides on Health Tap.  He provides a real service to the public. I recommend Dr. Rao., I recommend you as a well know expert in your field.
Dr Jakavick would recommend this Dr To all who seek their expertise., Very informative answers.   Always quick to respond to patients.   Definitely a great doctor!, Dr Rao provides great advice on HealthTap. He is on my referral network.]",16,Hospital-based practice,"1,503","[Chest pain, Tooth pain, Nausea, Fatigue, Stress, Heart attack, Hypotension, Low blood pressure, Lethargy, Chest pressure]","Back in january I had an EKG and had low blood pressure they said the next step was a stress test. I am uninsured so I passed the heart fluttering went away but now I have chest pressure along with jaw and teeth pain, fatigue and some nausea. I have an ap"
"Yes Swelling and stiffness us common after endoscopic carpal tunnel release and it can take a little time to resolve. Numbness can take quite a while to resolve, especially if the nerve damage was more severe before surgery. Sometimes, some of the numbness does not completely resolve, other times it can take 6-12 months to resolve.",380602,4,264675,10052947,"2,527","UCLA School of Medicine, CA",19years,"[11089577, 10014592, 10070856, 10038570, 11080084, 10002907, 10005209, 10038590, 10014441, 10049991, 10005498, 10007158, 10530715, 10054675, 11083895, 10000059, 10538896, 12324491, 10526410, 10075023]","1,060,761","[ACL reconstruction, Sports Medicine, ACL injury, Knee arthroscopy, Rotator cuff repair, PCL reconstruction, Stem cell therapy]","The single most important aspect of medicine is to understand that it is truly an art. Every patient is an individual, with different needs and different aspirations. In sports medicine, we need to tailor our care to your specific situation, whether you are a high performance professional athlete, active military, college athlete, high school athlete, club athlete, recreational athlete, or daily walker. The point is that treatment should be tailored to your specific situation. With medicine, it is also important to treat each patient with compassion. You never have to ask me what I would recommend for my own family, because I will treat you as family. I am a partner, companion, and friend in your treatment before I am a surgeon. But if you do indeed need surgery, you can be assured I will give you the best. If there is a better surgeon available to you for your particular problem, I will find him/her for you.","[Excellent ACL orthopedic surgeon., Great doctor.]",3,Orthopedic Surgery,559,"[Stiffness, Numbness, Nerve damage, Endoscopic carpal tunnel release, Carpal tunnel release, Surgery, Endoscopic carpal tunnel surgery, Carpal tunnel surgery, Nerve, Carpal tunnel syndrome]","I had endoscopic carpal tunnel surgery a week ago.  The base of my hand still feels hard and a little numb, is this normal?"
Normal It is normal for the area to be firm and sensitive. This could last for weeks for months. Try some desensitization massage. Take hand cream and massage the area 2 or 3 times a day this can help resorb the scar tissue and desensitize the area.,380609,1,264675,10054599,619,"Albert Einstein College of Medicine of Yeshiva University Albert Einstein College of Medicine of Yeshiva University, NY",17years,"[10530715, 10014830, 10526410, 10055926, 11188648, 10052037, 10530698, 10005903, 10054654, 7143073, 10006541, 11171519, 11395327, 7350081, 7270363, 7557293, 7553883, 7236634, 7616623, 7806809]","400,959","[Carpal tunnel syndrome, Arthritis, Nerve injury, Rotator cuff injury, Hand bone fracture]",http://health.usnews.com/top-doctors/david-tuckman-hand-surgeon-108CC000866 http://www.castleconnolly.com/doctors/full.cfm?source=ccm&doctorID=108CC000866,"[To be honest, I don't ever recall receiving medical advice or help from you of any kind, but I'm sure you're great at all that you do! Keep up the good work & Thank you anyway! #nationaldoctorsday2015 #virtualflower1, I broke my finger walking my dog, unfortunatly it needed surgery. I saw Dr. Tuckman who fixed it and I was back to work in a two days. Six weeks later I'm back to playing basketball., Dr. Tuckman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Tuckman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",2,Hand Surgery,430,"[Stiffness, Numbness, Nerve damage, Endoscopic carpal tunnel release, Carpal tunnel release, Surgery, Endoscopic carpal tunnel surgery, Carpal tunnel surgery, Nerve, Carpal tunnel syndrome]","I had endoscopic carpal tunnel surgery a week ago.  The base of my hand still feels hard and a little numb, is this normal?"
Normal The area of the wrist does get slightly hard and swollen after surgery however these symptoms tend to improve daily and by 1 week should be minimal. Perhaps a follow up visit with your surgeon can help identify if there are any other issues or if you need therapy.,1362665,1,264675,11188648,278,St. George's University School of Medicine,16years,"[10038590, 10538896, 11387377, 10005496, 10011913, 11195338, 10014441, 10005209, 11083895, 10532678, 11395347, 10038570, 10013299, 12754694, 10014676, 10530715, 10055089, 10025116, 10014428, 10003564]","166,837","[Carpal tunnel syndrome, Carpal tunnel release, Hand surgery, Endoscopic carpal tunnel surgery, Endoscopic carpal tunnel release, Nerve injury, Hand numbness, Minimally invasive surgery, Dupuytren's contracture, Anti Aging Medicine]","I am a board certified hand surgeon specializing in minimally invasive hand & peripheral nerve surgery. We have developed the EndoTech® endoscopic hand surgery instrumentation which is used to treat common conditions such as carpal tunnel syndrome, tendinitis, tennis elbow and others using the most advanced and smaller cameras possible. These new techniques cause the least amount of trauma and enable the quickest recovery time without the complications seen with other endoscopic procedures. We also specialize in regenerative medical procedures such as arthroscopic joint reconstruction using stem cell techniques.",[Dr. Fitzmaurice was integrally involved in helping care for one of my patients with a diagnostically challenging precancerous growth on the finger.  The patient did very well and felt very confident with Dr. Fitzmaurice's skill and level of expertise in surgery.  I would highly recommend him to anyone needing a highly qualified hand surgeon.],,Hand Surgery,131,"[Stiffness, Numbness, Nerve damage, Endoscopic carpal tunnel release, Carpal tunnel release, Surgery, Endoscopic carpal tunnel surgery, Carpal tunnel surgery, Nerve, Carpal tunnel syndrome]","I had endoscopic carpal tunnel surgery a week ago.  The base of my hand still feels hard and a little numb, is this normal?"
"Yes, likely scar Swelling and scarring are normal after any surgery. Even with an incision as small as an endoscopic carpal tunnel release, some swelling and scarring will occur. This will improve over the next several weeks and should go away by six weeks post-op.",403209,0,264675,10011536,"1,698","Medical College of Ohio, Toledo, OH",17years,"[10538896, 10038590, 10014592, 10005498, 10530715, 10000201, 10526410, 11387377, 11198192, 10070348, 11762547, 11885554, 10010580, 20596297, 10004464, 11083895, 11775371, 25826657, 11096612, 10049991]","863,026","[Carpal tunnel syndrome, Dupuytren's contracture, Rotator cuff injury, Hand surgery]","I am a Board Certified Orthopaedic Hand and Upper Extremity Surgeon in group private practice. For nearly a decade I have been providing a full range of treatment options for traumatic, degenerative and congenital Orthopaedic conditions, of the upper extremity. The latest arthroscopic and endoscopic techniques allow me to perform minimally invasive surgery. The use of steroid, collagenase and platelet rich plasma injections help my patients avoid surgery. The south suburban Chicago community in which I live is a great place to work and golf. I love teaching residents, medical students, therapists and other physicians locally and around the country. I believe in cost effective, evidence based treatments, individulized to meet the physical and psychosocial needs of my patients. I'm passionate about a healthier you!","[Thank you, Dr. Coats.  With PT, chiropractic, MRI, and a unsuccessful steroid shot, you have answered my question better than any of the med. profession., Dr. Coats II is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Coats II is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Orthopedic Surgery,666,"[Stiffness, Numbness, Nerve damage, Endoscopic carpal tunnel release, Carpal tunnel release, Surgery, Endoscopic carpal tunnel surgery, Carpal tunnel surgery, Nerve, Carpal tunnel syndrome]","I had endoscopic carpal tunnel surgery a week ago.  The base of my hand still feels hard and a little numb, is this normal?"
Yes The hardness is scar forming to reform the ligament that was divided during the surgery. It heals back together but higher than previously so there is more room in the carpal tunnel. The scar usually softens within 2-3 months. Numbness around an incision is normal for any surgery and often lasts for months.,478072,0,264675,10530698,241,"Temple University School of Medicine Temple University School of Medicine, PA",33years,"[10038590, 11198192, 12777885, 10049915, 10014830, 12735463, 11204938, 11133209, 10000365, 11193937, 10015324, 10052947, 10014031, 10045101, 10011536, 11188648, 7679170, 7430870, 10049294, 11195647]","199,263","[Carpal tunnel syndrome, Carpal tunnel release, Numbness, Arthritis, Surgery, Hand bone fracture, Broken bone, Hand tendon injury, Congenital abnormalities]",Hand Surgery,[great informative posts for patients and an asset to Healthtap],1,Hand Surgery,210,"[Stiffness, Numbness, Nerve damage, Endoscopic carpal tunnel release, Carpal tunnel release, Surgery, Endoscopic carpal tunnel surgery, Carpal tunnel surgery, Nerve, Carpal tunnel syndrome]","I had endoscopic carpal tunnel surgery a week ago.  The base of my hand still feels hard and a little numb, is this normal?"
"Symptomatic If you don't have gout or active arthritis, then quite likely you have nerve pain. For that, you can try several things: such as liniments, Lidoderm patches, or anticonvulsants--which are good for chronic nerve pain.",384995,4,272182,10006572,"4,408","University of Illinois College of Medicine, IL",49years,"[10057975, 11080084, 10055439, 10006323, 10071091, 10014830, 11061343, 11048549, 11125605, 10038570, 10014592, 10040350, 10049933, 10007158, 10056456, 10040212, 10010580, 10038441, 10070747, 10075023]","3,015,055","[Cerebral apoplexy, Spina bifida, Neuroma]","After graduation from University of Illinois, Chicago School of Medicine, I interned at Cook County Hospital, then served in United Public Health Service as general medical officer before returning to Chicago for 5 year neurosurgical residency with a strong emphasis on neurology and neuroradiology. From Chicago I came to Santa Maria, California in solo practice, combining both operative neurosurgery and neurology. Lately my chief interests are in traumatic brain injury and behavioral neurology (neuropsychology). Spinal pain and headache have long been prominent in my practice. I purposefully have a low volume practice so that individual patients can be afforded thorough evaluation and then treatment. I have patients I've been treating over 30 years. That is very rewarding.","[Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",11,Neurology,"1,358","[Arthritis, Gout, Broken ankle, Bone spurs, Osteophyte, Nerve, Nerve pain, Burning pain]",Burning top of foot near big toe where stretched nerve years ago after broken ankle. Also bone spurs in ball of foot. What to do for burning pain?
"See a Podiatrist Rest, ice, elevate and ibruprofen. Recommend you see a podiatrist, so they can evaluate further.",383310,3,272182,11050004,319,Ohio College of Podiatric Medicine,18years,"[10014830, 10071091, 10070747, 10070348, 10536503, 10004724, 11187821, 10040560, 10004434, 12795761, 11160847, 7439288, 7315705, 7488956, 7591192, 7063079, 7510247, 7780446, 7704876, 7751745]","126,769","[Diabetic foot, Toenail fungus, Foot Care, Foot health]",,"[Dr. Mohr is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Mohr is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Podiatry,149,"[Arthritis, Gout, Broken ankle, Bone spurs, Osteophyte, Nerve, Nerve pain, Burning pain]",Burning top of foot near big toe where stretched nerve years ago after broken ankle. Also bone spurs in ball of foot. What to do for burning pain?
