answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
"Several months After starting warfarin the blood clot can no longer grow. The body will start to break down the clot within days. It takes months to have the clot reabsorbed or for the process to make an opening through the clot so blood can get through again. Swelling will be visibly less in a few weeks but it could be 6 months before the leg is back to normal. Occasionally, the swelling persists indefinitely.",55075,5,29257,10002331,888,"Hahnemann Medical College, PA",32years,"[10003512, 11080084, 12515330, 10005107, 10014305, 10000201, 10003218, 12763938, 10523999, 10010580, 11083895, 11202260, 10004558, 11087628, 11080123, 10014643, 11197973, 11197264, 10003093, 11079478]","320,130","[Skin ulcers, Hyperbaric oxygen therapy, Abnormal wound healing, Lymphedema]","This native of Detroit, Michigan, following completion of medicine residency spent 3 years in the National Health Service Corps serving at a community clinic in Oakland California. After leaving the NHSC she worked for the University of Hawaii Hyperbaric Treatment Center initially in a fellowship capacity and then as Chief Medical Officer. The Hyperbaric center treated SCUBA divers with the bends for the entire state of Hawaii. An occasional patient with a diabetic foot wound that needed HBO led to an interest in wound care. This interest led to joining the University of Texas Houston faculty as an assistant professor in their comprehensive wound care and hyperbaric medicine center, and subsequently to Restorix Health as their Northwest medical director.","[I thought it would be scary being in a hyperbaric chamber. It wasn't. The clear walls, movies, oxygen made me so relaxed I was disappointed when the treatment session was over., Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Smith is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",3,Wound care,661,"[Blood clot, Blood clot in leg, Deep venous thrombosis, Warfarin, Coumadin]",How long could it take swelling in leg to go down after DVT diagnosis and warfarin started?
Could be permanent I agree with dr. Smith. It can take months. Wearing compression stockings right away will help but it is essential to wear the stockings for at least wo years to help to decrease your chance that the swelling might never go away.,204286,3,29257,10057975,"9,230","Indiana University School of Medicine, IN",34years,"[10027677, 10005542, 10002287, 10005831, 10011107, 10003512, 10038677, 10010506, 10005507, 10013897, 10014441, 10056744, 11447928, 10050586, 11080084, 10049935, 10530701, 11079326, 10014676, 10014592]","4,619,961","[Veins, Varicose veins, Deep venous thrombosis, Venous insufficiency, Spider veins, Varicose veins on legs, Blood clot in leg, Sclerotherapy, Lymphedema, Spider angiomas, Coumadin, Venous stasis, Phlebitis, Laser ablation, Telangiectasia]","http://www.youtube.com/watch?feature=player_embedded&v=M-5PLQWebQU Dr. Ted King practices in Oakbrook Terrace, Illinois where he has been a full time Phlebologist since 1997. Dr. King has served as a faculty member for numerous American and international venous meetings and has published several articles and abstracts on various aspects of vein disease and its evaluation and treatment. He is a diplomate of the American Board of Phlebology and is a Fellow of the American College of Phlebology and the American Society of Angiology. He is also an Emeritus Fellow of the Australasian College of Phlebology and a Foreign Fellow of the Royal Society of Medicine in England. Dr. King is an active committee member of the American College of Phlebology. He has served on the Board of Directors of the American College of Phlebology Foundation and is a member of the executive committee of the Venous Association of India.","[Dr King is leader in the field of Phlebology , and has contributed significant original research to forward our understanding of the field. Dr King is knowledgeable , caring,dedicated,good humored and much more. Dr King embodies the best attributes of a Physician and Surgeon., Dr. King stands amongst the best in the field of phlebology. He is a compassionate, trustworthy, dedicated and competent physician., Always excellent trustworthy and well written meaningful answers to patient's questions. An wonderful physician asset on this site., Dr. King is a most professional , knowledgable and caring physician who deserves great respect.
Dr. Marsha Davis, Dr. King is a well-respected authority on the treatment of chronic venous disease., Intelligent, respected expert in Phlebology and other areas.
Highly recommend.]",13,Phlebology,"5,463","[Blood clot, Blood clot in leg, Deep venous thrombosis, Warfarin, Coumadin]",How long could it take swelling in leg to go down after DVT diagnosis and warfarin started?
Secondary lymphedema The swelling is caused by secondary lymphedema if you see a lymphedema therapist who can do manual lymph drainage and complex decongestive therapy - a special wrapping of legs swelling will go away within a week.,55079,0,29257,10003218,"7,481","Tamil Nadu Dr. M.G.R. Medical University, Chengalpattu Medical College, India",29years,"[10049935, 10001527, 10056048, 11125605, 11080084, 10005868, 10011107, 10013908, 10038590, 10005085, 10038441, 10004960, 10038868, 10019047, 10005831, 10006193, 11946059, 10014724, 20680097, 10538896]","10,629,188","[Addiction, Losing Weight, Drug addiction, Lymphedema, RID lice treatment, Sleep, Cancer, Exercise, Laparoscopic surgery, Substance abuse, Child Health, NaSal, Brain damage, Weight loss program, Vitamin deficiency, Transcranial magnetic stimulation, Abnormal wound healing, Pressure sores, Behavior therapy, Nutritional support]","Integrative Pain Management with Medical Cannabis evaluation certifications @http://HollistonMD.com. Wellness within Reach via DNA testing; Personlized nutrition - 1. Heavy Metal Detox; 2. Endocrinopathies addressing hormonal issues; 3. Immunity issues including opportunistic infections including healing Lyme issues; 4. Energitic clearence for Interference fields with I-Pack/Cation therapy and PEMF Magnetic Acupuncture; 5. Emotional/Psychological healing with Perception reframing technique via Voice mapping; 6. Food scans for allergies; 7. Spiritual healing via Akashic record healing Sessions. Certified Wellness Consultant for Business to Business to set up Wellness on Wheels (WOW) Projects with other Health care practitioners. Specialist in Integrative Functional Medicine. Certified Addiction Specialist. Credentialed Pain Practitioner. Wound Care Certified. Substance abuse Professional (DOT), Trained in Lymphatic Therapy, Low Level Laser therapy, Pulsed Electromagnetic Therapy, BioAcoustics Vocal Profiling with Frequency Therapy. Currently training with Sharry Edwards as BioAcoustics Research Associate (BARA)","[Dr. Vasu Brown has been an ardent supporter of, and active contributor to, HealthTap as evidenced by her Level 23 status (Wow!).  I always enjoy her answers., Very dedicated healer.  Generous with her time and expertise.  Focused on helping people get well., Good Answers, provide helpful feedback, Accurate, Informative & Precise!, Good conservative advice, Wow.  Bravo.  Excellent.]",32,Wound care,"3,035","[Blood clot, Blood clot in leg, Deep venous thrombosis, Warfarin, Coumadin]",How long could it take swelling in leg to go down after DVT diagnosis and warfarin started?
"Maybe Might have existed before the surgery. Could be related to poor production, decreased outflow (lacrimal drain issues), reflexive with poor tear film or lid position. Making incisions on the cornea sometimes affects the feedback loop of the cornea and tears.",58730,5,29424,10005465,"5,064",Assistant Professor,,"[10003512, 10049935, 11193644, 10014305, 10010724, 10057041, 12324491, 10000041, 10049933, 10006323, 10052978, 10038577, 12381652, 10056456, 10055629, 10003048, 10014344, 10005085, 10004464, 11045923]","2,223,367","[Glaucoma, Cataract surgery, Refractive error, Imaging]","Dr. Chang is a Board Certified Ophthalmologist who completed his ophthalmology residency training at Washington University of St. Louis, and glaucoma fellowship at the Bascom Palmer Eye Institute in Miami. Dr. Chang is an Assistant Professor of Ophthalmology at the Byers Eye Institute at Stanford in Palo Alto and focuses on cataract and glaucoma surgery. http://med.stanford.edu/profiles/researcher/Robert_Chang/","[Great doc with a nationwide reputation, well respected by his peers., Excellent doctor for glaucoma management., Good Answers, provide helpful feedback]",2,Ophthalmology,821,"[Cataract, Surgery, Laparoscopic surgery, Cataract surgery, Incision]","My mom had a cataract surgery a year ago, but her eyes are still watery. Is this normal?"
Her eyes may be dry A year after surgery it is possible that her eyes are dry and she is over producing tears to compensate for the dryness. Try using artificial tears to see if this helps.,51863,2,29424,10004470,497,"Albany Medical College, NY",16years,"[10038875, 10010580, 10004481, 10005465, 10014628, 10014605, 10009178, 10049982, 10009814, 10009552, 10005767, 10052699, 10011731, 11204023, 10074025, 10008529, 10040424, 11913794, 10005541]","206,312","[Corneal transplant, LASIK, Cataract surgery, Dry eyes]",,"[Dr. Khachikian is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Khachikian is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Ophthalmology,255,"[Cataract, Surgery, Laparoscopic surgery, Cataract surgery, Incision]","My mom had a cataract surgery a year ago, but her eyes are still watery. Is this normal?"
"Wateriness The watery eyes are not related to the prior cataract surgery. Dry eye is very common. I would try artificial tears frequently during the day, ointment at night, warm compresses 1-2 times a day, and omega-3 fatty acid supplements. If no improvement, see an eye doctor.",436315,0,29424,10027779,"4,740","Texas Tech University School of Medicine, TX",12years,"[11080084, 10057975, 11374101, 11387377, 11198192, 10070348, 11125609, 10064692, 10055629, 10075023, 11045923, 12647808, 12355444, 10014830, 11205260, 12543305, 11153712, 11133209, 10073610, 10023207]","6,009,901","[LASIK, Cataract surgery, Dry eyes, Corneal transplant]","I am a Cornea, Cataract, & LASIK specialist. I currently work at West Texas Eye Associates in Lubbock, TX. Our practice has state-of-the-art technology and a skilled caring staff. We work to provide superior care and provide our patients with a lifetime of superior vision.","[I would  like to welcome Dr.  Bradley to AVVO.Com. He is providing a valuable public service through his insightful responses on AVVO.COm., Dr. Bradley has provided insightful, compassionate and well thought out answers on AVVO.  He is a welcome addition to the AVVO community., Great doctor. Consistently gives thoughtful, insightful and expert advice., I enjoy your comments. Useful and practical.]",16,LASIK Surgery,"1,596","[Cataract, Surgery, Laparoscopic surgery, Cataract surgery, Incision]","My mom had a cataract surgery a year ago, but her eyes are still watery. Is this normal?"
"Not related This isn't related to cataract surgery. She should see an eye doctor for evaluation. It could be as simple as dry eye, eyelid malposition, or obstruction of the tear drainage system.",120481,0,29424,10038659,287,"University of Michigan Medical School, MI",9years,"[10014830, 10014628, 11487547, 10040424, 11184189, 11379479, 7508209, 7232844, 26312275, 7092096, 7749304]","123,449","[Cataract surgery, Refractive surgery, Corneal transplant, Corneal inflammation]","Comprehensive eye care; evaluation and treatment of cataracts (including astigmatism-correcting lenses); corneal surgery (including lamellar and full-thickness transplantation); refractive surgery (including IntraLase, custom cornea LASIK, LASEK, PRK); dry eye disease; corneal infections, dystrophies and tumors","[Dr. Hood is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Hood is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Ophthalmology,125,"[Cataract, Surgery, Laparoscopic surgery, Cataract surgery, Incision]","My mom had a cataract surgery a year ago, but her eyes are still watery. Is this normal?"
"Surgeon follow up Even with the great advances in medicine, there is still no such thing as a risk free surgery. Every surgery runs the risk of developing complications. Pain and burning may be normal in the immediate post operative period. Close follow up with his surgeon is encouraged to ensure these symptoms are normal and not the result of unwanted complications.",430410,4,303460,11080086,980,"Temple University School of Podiatric Medicine,",3years,"[12515330, 11079326, 11125605, 10057975, 10070348, 12111326, 10004464, 10014642, 10014830, 10526410, 10014299, 11061343, 10536503, 11387377, 11080332, 10070856, 12673408, 11940386, 12417822, 11493305]","793,354","[Leg pain, Plantar fasciitis, Ankle pain]",I joined Foot and Ankle Associates of Florida in September 2013. I believe caring for people requires a combination of current evidence based medicine and proper bedside manner.,"[Well trained and knowledgeable, skilled and personable, Caring, knowledgeable, well trained!]",5,Podiatry,490,"[Menses, Broken bone, Burning sensation, Running, Surgery, Children's health]","My son had micro fracture surgery on hos left ankle, he plays pro basketball, he now complains of some pain and a burning sensation running up  ankle
?"
See a doctor He may have a nerve impingement.,430499,2,303460,10070348,"14,545",Ohio College of Podiatric Medicine,36years,"[11080084, 10538896, 10056546, 10073610, 11387377, 11089577, 10003512, 10049981, 10000610, 10070856, 10002907, 11048549, 10014676, 10057041, 10530715, 10002162, 12229824, 10014305, 10014344, 11827603]","35,121,095","[Warts, Toenails, Ingrown toenail, Athlete's foot, Plantar fasciitis, Plantar warts, Toenail fungus]","I have been in practice since 1981 after completing the Ohio College of Podiatric Medicine, in Cleveland Ohio. I did my podiatric surgical training at Straith Memorial Hospital for special surgery in Southfield, Michigan. I practiced in suburban Detroit for several years and then moved to Virginia in 1984. I have been able concentrate on the office expanding its scope to include diabetic wound care and surgical procedures of the foot and ankle. I have seen many medical and technical changes as well many political changes in medicine in my 33 years of practice. I have recently retired from active practice as of August 15, 2015","[I recommend Dr. Beresh.  He is an asset to HealthTap and is well respected in the medical community., I believe he is honest and sincere, his knowledge is excellent., Will follow you on Health Tap, Highly recommended-Dave, Very knowledgeable]",22,Podiatry,"3,303","[Menses, Broken bone, Burning sensation, Running, Surgery, Children's health]","My son had micro fracture surgery on hos left ankle, he plays pro basketball, he now complains of some pain and a burning sensation running up  ankle
?"
Neuropathy Perioperative trauma or non healing fracture or ligament sorain cause.,430451,0,303460,11089801,1,,49years,[10054491],"16,228","[Gestational hypertension, Nephrology, International health]","MAyo Clinic IM amd Nephrology Residenct with General IM anf HTN staffing to 1999 followed by National and International(NZ,Japan) IM Locum positions including Clinical Care and teaching. VA, IHS,Low level ER and Urgent Care Locums.","[Dr. Colville is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Colville is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Internal Medicine,15,"[Menses, Broken bone, Burning sensation, Running, Surgery, Children's health]","My son had micro fracture surgery on hos left ankle, he plays pro basketball, he now complains of some pain and a burning sensation running up  ankle
?"
"Need Oncotype-Dx While your prognosis is excellent, we know that some women with your stage may benefit from traditional chemotherapy in addition to an aromatase inhibitor. Nowadays, we are moving towards molecular staging over anatomic staging; oncotype-dx is a multi-gene assay that can provide information regarding your probability of recurrence; if it is high, traditional chemo will be recommended.",444625,6,303536,10005209,"31,068","Northwestern University Feinberg School of Medicine, IL",29years,"[11080084, 10538896, 10056546, 10003512, 10056744, 10002907, 10040183, 10057041, 10000041, 12229824, 12324491, 10014285, 10014441, 10005085, 10523999, 10054568, 11125605, 11889558, 10010426, 11146675]","24,872,980","[Cancer, Breast cancer, Hernia, Laparoscopic surgery, Mammogram, Gallstones, Abdominal pain, Breast lump, Appendicitis, Inguinal hernia, Mastectomy, Gallbladder diseases]","Dr. Rosen is in private practice in the northwest suburbs of Chicago. His primary hospital is Advocate Good Shepherd Hospital, where he has been on staff since 1992. In addition, he is the Vice President of Medical Affairs, a position he has held since 1998. For appointments, please call (847)381-8161.","[I endorse this doctor. He is a highly knowledgeable, well informed, compassionate physician and talented surgeon with a great sense of humor who puts his patients at ease and is dedicated to providing outstanding care., Prompt,  entertaining, yet thorough and accurate responses.  An excellent source for patients and doctors on this site. I recommend Dr. Rosen without reservation., Dr. Rosen is a significant asset to HealthTap.  I always enjoy and learn from his comprehensive and easy-to-understand answers. Well done!, Dr Rosen's posts are always thought provoking.  One can truly see the commitment and passion to medicine.  Keep the great answers coming., I highly recommend Dr Rosen. He is knowledgable, caring and good humored. One of the finest surgeons nationwide., I endorse this doctor. Excellent advice and information provided to patients on AVVO.Com.]",33,General Surgery,"4,883","[Breast cancer, Breast carcinoma, Neoplasms, Cancer, Female health, Chemotherapy, Menopause, Dna]","I am a 55 year old, post menopausal woman. My ER and pr are positive and her2 is negative. I have been diagnosed with stage t1n0m0 breast cancer, my tumor being 1.2 CM big. Can chemo be avoided?"
"The T-1-c Stage means it is bigger than some. Clear indication for anti-hormone (tamoxifen/anastrazole). I might consider oncotype testing tissue to discern benefit from chemo, but if you would not take it regardless of results, don't waste your money.",430852,4,303536,10040212,"12,595","Georgetown University School of Medicine, DC",41years,"[10538896, 11447928, 11080084, 10014592, 11125605, 11208135, 11195338, 10010724, 10057975, 10040614, 10011913, 10038570, 10040183, 10057041, 10000070, 10000201, 10040212, 10071091, 10055439, 10049933]","10,187,176","[Lung cancer, Radiation therapy, Small cell lung cancer]","Dr. Turrisi is board certified in internal medicine, medical oncology and radiation oncolgy. Presently practices radiation oncology full time in Flint, Michigan. While a recognized international expert in the diagnosis and treatment of lung cancer, particularly small cell lung cancer, he is heavily engaged in treating prostate, breast and colorectal cancer in an inner city and rural environment. He is also known for movie reviews.","[Dr. Turrisi is a world leader in the field of radiation oncology, and has invented the standard of care in the treatment of many disease, most famously small cell lung cancer. One of my greatest professional regrets is that I failed to convince him to serve as chairman of our department., A renaissance man and physician. Loquacious with content and humor. And a scholar of lung cancer and medicine in general., Detroit is lucky to have such a good doc!, An Excellent physicain, Excellent physician!]",15,Radiation Oncology,"1,402","[Breast cancer, Breast carcinoma, Neoplasms, Cancer, Female health, Chemotherapy, Menopause, Dna]","I am a 55 year old, post menopausal woman. My ER and pr are positive and her2 is negative. I have been diagnosed with stage t1n0m0 breast cancer, my tumor being 1.2 CM big. Can chemo be avoided?"
Possibly I would recommend discussing this in detail with your medical oncologist. Being a stage one it is unlikely that chemo will be required as long as the tumor has been adequately removed surgically. Stage one breast cancer is a potentially very curable stage with the proper treatment.,2037235,2,303536,11194676,"2,951",Wright State University Boonshoft School of Medicine,26years,"[7569692, 7553169, 7401832, 10056546, 11193644, 10000610, 11092579, 10040183, 10000041, 12229824, 12324491, 11827603, 10005085, 11946059, 12708434, 10523999, 11125605, 11889558, 11146675, 10051802]","2,559,712","[Cancer, Surgery, Anal fissure, Lipoma, Breast cancer, Hemorrhoids, Female Health, Breast carcinoma, Hernia, Burns, Verruca, Breast tenderness, Mole removal, Breast ache, GI surgery, Paronychia, Treating Genital Warts, STD prevention, Fleet enema, Sodium bisphosphate]","I am a Board Certified Surgeon with over 17 years of experience. I offer advanced, compassionate surgery for adults and children. I am also the Medical Director of The Smooth Solution a Medical Spa. ""My father was an OB/Gyn and other family members are medical professionals too. I grew up seeing them help people live better lives and I wanted to follow in their footsteps.""","[I endorse Dr. Park. He is actively involved in providing health education to the public via Healthtap. He shares understandable, accurate & compassionate information. I learn a lot from his entries., A talented and experienced physician with exceptional level of dedication.  It is an honor to have him here on HealthTap, and in South Carolina.  Highly recommended!, Very ac accurate & thorough!, Excellent physician]",8,General Surgery,507,"[Breast cancer, Breast carcinoma, Neoplasms, Cancer, Female health, Chemotherapy, Menopause, Dna]","I am a 55 year old, post menopausal woman. My ER and pr are positive and her2 is negative. I have been diagnosed with stage t1n0m0 breast cancer, my tumor being 1.2 CM big. Can chemo be avoided?"
Yes Small stage one breast cancer - your prognosis is very good. Keep in touch with your surgeon and oncologist and you should do well.,430627,2,303536,10049355,"3,295","Drexel University College of Medicine, PA",21years,"[11080084, 10014592, 10057975, 10011913, 10002162, 10040212, 10049933, 10005209, 10000414, 10004448, 10014033, 11048549, 10001484, 12743300, 10027730, 11194676, 10004464, 10004724, 10056780, 10005184]","861,691","[Hernia, Gastroesophageal reflux disease, Colon cancer, Diverticulosis, Breast diseases]",,"[Dr. Tsai is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Tsai is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",5,General Surgery,708,"[Breast cancer, Breast carcinoma, Neoplasms, Cancer, Female health, Chemotherapy, Menopause, Dna]","I am a 55 year old, post menopausal woman. My ER and pr are positive and her2 is negative. I have been diagnosed with stage t1n0m0 breast cancer, my tumor being 1.2 CM big. Can chemo be avoided?"
"Very rare, but... ...Well-recognized complication of breast radiation therapy (of course, when you are that ""one in a million"", that doesn't help). Modern techniques are designed to maximize rx to the breast & minimize effects on the heart and lungs. Your radiation oncologist certainly should have discussed this with you pre-treatment--informed consent is a necessary part of any rx regimen.",433471,4,304461,10005209,"31,068","Northwestern University Feinberg School of Medicine, IL",29years,"[11080084, 10538896, 10056546, 10003512, 10056744, 10002907, 10040183, 10057041, 10000041, 12229824, 12324491, 10014285, 10014441, 10005085, 10523999, 10054568, 11125605, 11889558, 10010426, 11146675]","24,872,980","[Cancer, Breast cancer, Hernia, Laparoscopic surgery, Mammogram, Gallstones, Abdominal pain, Breast lump, Appendicitis, Inguinal hernia, Mastectomy, Gallbladder diseases]","Dr. Rosen is in private practice in the northwest suburbs of Chicago. His primary hospital is Advocate Good Shepherd Hospital, where he has been on staff since 1992. In addition, he is the Vice President of Medical Affairs, a position he has held since 1998. For appointments, please call (847)381-8161.","[I endorse this doctor. He is a highly knowledgeable, well informed, compassionate physician and talented surgeon with a great sense of humor who puts his patients at ease and is dedicated to providing outstanding care., Prompt,  entertaining, yet thorough and accurate responses.  An excellent source for patients and doctors on this site. I recommend Dr. Rosen without reservation., Dr. Rosen is a significant asset to HealthTap.  I always enjoy and learn from his comprehensive and easy-to-understand answers. Well done!, Dr Rosen's posts are always thought provoking.  One can truly see the commitment and passion to medicine.  Keep the great answers coming., I highly recommend Dr Rosen. He is knowledgable, caring and good humored. One of the finest surgeons nationwide., I endorse this doctor. Excellent advice and information provided to patients on AVVO.Com.]",33,General Surgery,"4,883","[Breast cancer, Breast carcinoma, Scarring, Cancer, Radiation therapy, Radioactive, Female health, Breast radiation, Irradiation, Gamma rays]",I got a scar tissue in lung after radiation therapy for breast cancer. No one told me it could happen. What should I do?
"Radiation burns Radiation therapy causes a type of burn resulting in injury. Hopefully cancer cells are killed, but normal tissue heals with some effects of tissue scarring.",432408,1,304461,10052939,60,"University of Arkansas for Medical Sciences/UAMS College of Medicine, AR",45years,"[10005209, 10040350, 10007201, 10014830, 10004207, 10005854, 10010888, 10007086, 10011814, 10004615, 10014602, 10005656, 10007100, 10001483, 10005406, 10005576, 10005236, 9054781, 10025038, 10003548]","50,076",[Forehead lift],,"[Dr. Beckman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Beckman is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",,Plastic Surgery,85,"[Breast cancer, Breast carcinoma, Scarring, Cancer, Radiation therapy, Radioactive, Female health, Breast radiation, Irradiation, Gamma rays]",I got a scar tissue in lung after radiation therapy for breast cancer. No one told me it could happen. What should I do?
"Common To get some scar tissue in the upper part of the lung just below the ribs. This is often best appreciated on a ct scan. Most patients have no change in their breathing function, and the risk of developing a temporary inflammation (pneumonitis) is very low, but treatable with steroids. This risk is probably lower with modern radiation techniques such as imrt.",1051700,0,304461,11951568,201,"Case Western Reserve University School of Medicine, OH",11years,"[10040212, 10005209, 20596297, 10005085, 10014299, 11682263, 11194147, 11186168, 7126753, 7027041, 7194950, 12280943, 7115473, 7704016, 7585742, 7570035, 7077063, 7597229, 9270453, 7710513]","68,958","[Cancer, Lung cancer, Radiation therapy, Radiation oncology, Brain tumor, Lung radiation]","Assistant Professor of Radiation Oncology with specific interests in Stereotactic Body Radiation Therapy (SBRT), Spine radiosurgery, Gamma Knife, thoracic oncology, and CNS oncology.","[Dr. Robinson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Robinson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",2,Radiation Oncology,53,"[Breast cancer, Breast carcinoma, Scarring, Cancer, Radiation therapy, Radioactive, Female health, Breast radiation, Irradiation, Gamma rays]",I got a scar tissue in lung after radiation therapy for breast cancer. No one told me it could happen. What should I do?
Possibly More important is the pathology. We rely on pathology and the immunochemistry. The pet may be helpful but sometimes we do not find a primary. This is called a cancer of unknown primary.,436185,4,309716,10531182,"2,635","American University of the Caribbean, St. Maarten",18years,"[11080084, 10014344, 10002907, 11447928, 10049933, 12229824, 10054568, 10005209, 10004464, 10009095, 10011913, 10011998, 10532317, 11079326, 10014830, 12355444, 10014299, 11205260, 10007201, 10038570]","1,287,878","[Breast cancer, Lung cancer, Oncology, Hematology]","I am originally from Des Moines, IA. I enjoy playing with my kids, golf, tennis and cooking.","[An excellent source of information, I recommend this physician!]",4,Hematology and Oncology,624,"[Cancer, Liver cancer, Endoscopy, Pets, Sigmoidoscopy, Colonoscopy, Pet scan, Computed tomography, Ct scan]","My dad is 53 years old and in good shape. He was diagnosed with stage 4 secondary liver cancer; the primary is still unknown. He has had a CT scan, an endoscopy, and a colonoscopy done. Will a pet scan show something more?"
"PET could help A pet scan could be helpful as any malignancy greater than 1 cm in size should be hot. Small tumors can be behind folds or stool or be missed on colonoscopy for other reasons. A small intestinal cancer would not be found on upper or lower endoscopy. If the doctors are certain that the tumor is not a primary liver tumor, a pet scan should definitely be done.",1069260,2,309716,11361280,937,"University of Kansas School of Medicine, KS",46years,"[11080084, 10014830, 11079326, 10005209, 10011913, 12448499, 10014033, 10014642, 11194676, 10040614, 12384496, 10541101, 11445795, 12515330, 10003353, 12773217, 11520083, 12718319, 12704744, 10055769]","593,902","[Breast cancer, Colorectal cancer, Lung cancer, Pancreatic cancer, Liver cancer]","I am a surgical oncologist. Following medical school at the U of Kansas, I trained in surgery at Massachusetts General Hospital with a fellowship in Surgical Oncology at the Surgery Branch of the NCI, NIH. Career highlights include teaching positions at Johns Hopkins & Mass General Hospital.","[Dr. Hoover is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Hoover is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",4,- Select Specialities -,384,"[Cancer, Liver cancer, Endoscopy, Pets, Sigmoidoscopy, Colonoscopy, Pet scan, Computed tomography, Ct scan]","My dad is 53 years old and in good shape. He was diagnosed with stage 4 secondary liver cancer; the primary is still unknown. He has had a CT scan, an endoscopy, and a colonoscopy done. Will a pet scan show something more?"
"Maybe Pet/ct scan is a very sensitive test and may very well find additional sites of disease. However, its sensitivity varies depending on the cancer histology and size of tumors. Unfortunately stage 4 means that the disease is advance and metastatic. Finding additional sites of disease may not significantly change the treatment plan and therefore may not be of additional help.",475091,1,309716,10540970,810,"Maimonides University Faculty of Medicine, Argentina",12years,"[10040614, 10010345, 10056456, 11060227, 10004464, 10075023, 10004724, 10007158, 10056780, 10005184, 10014299, 10009095, 12543305, 10014284, 11181136, 11940386, 11080123, 12372400, 11207936, 12373755]","151,933","[PET scan, Thyroid nuclear scan, Nuclear scans, Thyroid scan with I 123, Cancer, Myocardial perfusion scan with exercise, PET CT pulmonary nodule, PET for Alzheimers disease]","Physician specialized in Biomedical Informatics, Nuclear Medicine and Molecular Imaging at KP Santa Clara. Areas of interest: Diagnostic and Therapeutic Nuclear Medicine, Nuclear Cardiology and Nuclear Oncology, Clinical and imaging informatics, Medical artificial intelligence,The opinions expressed in this website are solely my own, and not necessarily the opinions of KP.","[Dr. Davidzon is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Davidzon is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",1,Nuclear Medicine,170,"[Cancer, Liver cancer, Endoscopy, Pets, Sigmoidoscopy, Colonoscopy, Pet scan, Computed tomography, Ct scan]","My dad is 53 years old and in good shape. He was diagnosed with stage 4 secondary liver cancer; the primary is still unknown. He has had a CT scan, an endoscopy, and a colonoscopy done. Will a pet scan show something more?"
"A PET scan May define the source, but does not change the outlook. No tumor that has infiltrated all lobes of the liver from another source has a good outlook. If it will not change therapy or outlook, i would not want a pet for me or a member of my family.",1069297,0,309716,10040212,"12,595","Georgetown University School of Medicine, DC",41years,"[10538896, 11447928, 11080084, 10014592, 11125605, 11208135, 11195338, 10010724, 10057975, 10040614, 10011913, 10038570, 10040183, 10057041, 10000070, 10000201, 10040212, 10071091, 10055439, 10049933]","10,187,176","[Lung cancer, Radiation therapy, Small cell lung cancer]","Dr. Turrisi is board certified in internal medicine, medical oncology and radiation oncolgy. Presently practices radiation oncology full time in Flint, Michigan. While a recognized international expert in the diagnosis and treatment of lung cancer, particularly small cell lung cancer, he is heavily engaged in treating prostate, breast and colorectal cancer in an inner city and rural environment. He is also known for movie reviews.","[Dr. Turrisi is a world leader in the field of radiation oncology, and has invented the standard of care in the treatment of many disease, most famously small cell lung cancer. One of my greatest professional regrets is that I failed to convince him to serve as chairman of our department., A renaissance man and physician. Loquacious with content and humor. And a scholar of lung cancer and medicine in general., Detroit is lucky to have such a good doc!, An Excellent physicain, Excellent physician!]",15,Radiation Oncology,"1,402","[Cancer, Liver cancer, Endoscopy, Pets, Sigmoidoscopy, Colonoscopy, Pet scan, Computed tomography, Ct scan]","My dad is 53 years old and in good shape. He was diagnosed with stage 4 secondary liver cancer; the primary is still unknown. He has had a CT scan, an endoscopy, and a colonoscopy done. Will a pet scan show something more?"
